"Genes"	"Synonyms"	"Accession-1"	"Accession-2"	"Names"	"Object ID"
"tR(ACG)D"		"tR(ACG)D"		"tR(ACG)D" // "tR(ACG)D"	"G3O-30074"
"tR(ACG)E"		"tR(ACG)E"		"tR(ACG)E" // "tR(ACG)E"	"G3O-30378"
"tR(ACG)J"		"tR(ACG)J"		"tR(ACG)J" // "tR(ACG)J"	"G3O-31790"
"tR(ACG)K"		"tR(ACG)K"		"tR(ACG)K" // "tR(ACG)K"	"G3O-32085"
"tR(ACG)L"		"tR(ACG)L"		"tR(ACG)L" // "tR(ACG)L"	"G3O-32553"
"tR(ACG)O"		"tR(ACG)O"		"tR(ACG)O" // "tR(ACG)O"	"G3O-33873"
"tR(ACG)Q2"		"tR(ACG)Q2"		"tR(ACG)Q2" // "tR(ACG)Q2"	"G3O-34404"
"tR(UCU)B"		"tR(UCU)B"		"tR(UCU)B" // "tR(UCU)B"	"G3O-29243"
"tR(UCU)D"		"tR(UCU)D"		"tR(UCU)D" // "tR(UCU)D"	"G3O-30075"
"tR(UCU)E"		"tR(UCU)E"		"tR(UCU)E" // "tR(UCU)E"	"G3O-30379"
"tR(UCU)G1"		"tR(UCU)G1"		"tR(UCU)G1" // "tR(UCU)G1"	"G3O-30982"
"tR(UCU)G2"		"tR(UCU)G2"		"tR(UCU)G2" // "tR(UCU)G2"	"G3O-30983"
"tR(UCU)G3"		"tR(UCU)G3"		"tR(UCU)G3" // "tR(UCU)G3"	"G3O-30984"
"tR(UCU)J1"		"tR(UCU)J1"		"tR(UCU)J1" // "tR(UCU)J1"	"G3O-31792"
"tR(UCU)J2"		"tR(UCU)J2"		"tR(UCU)J2" // "tR(UCU)J2"	"G3O-31793"
"tR(UCU)K"		"tR(UCU)K"		"tR(UCU)K" // "tR(UCU)K"	"G3O-32086"
"tR(UCU)M1"		"tR(UCU)M1"		"tR(UCU)M1" // "tR(UCU)M1"	"G3O-33000"
"tR(UCU)M2"		"tR(UCU)M2"		"tR(UCU)M2" // "tR(UCU)M2"	"G3O-33001"
"tR(UCU)Q1"		"tR(UCU)Q1"		"tR(UCU)Q1" // "tR(UCU)Q1"	"G3O-34405"
"TRA1"		"YHR099W"		"TRA1" // "YHR099W"	"G3O-31144"
"TRE1"		"YPL176C"		"TRE1" // "YPL176C"	"G3O-34071"
"TRE2"		"YOR256C"		"TRE2" // "YOR256C"	"G3O-33747"
"TRF5"		"YNL299W"		"TRF5" // "YNL299W"	"G3O-33287"
"TRI1"		"YMR233W"		"TRI1" // "YMR233W"	"G3O-32914"
"TRK1"		"YJL129C"		"TRK1" // "YJL129C"	"G3O-31579"
"TRK2"		"YKR050W"		"TRK2" // "YKR050W"	"G3O-32020"
"TRL1"		"YJL087C"		"TRL1" // "YJL087C"	"G3O-31543"
"TRM1"		"YDR120C"		"TRM1" // "YDR120C"	"G3O-29720"
"TRM10"		"YOL093W"		"TRM10" // "YOL093W"	"G3O-33493"
"TRM11"		"YOL124C"		"TRM11" // "YOL124C"	"G3O-33520"
"TRM112"		"YNR046W"		"TRM112" // "YNR046W"	"G3O-33353"
"TRM13"		"YOL125W"		"TRM13" // "YOL125W"	"G3O-33521"
"TRM2"		"YKR056W"		"TRM2" // "YKR056W"	"G3O-32025"
"TRM3"		"TRM3"		"TRM3" // "TRM3"	"YDL112W"
"TRM44"		"YPL030W"		"TRM44" // "YPL030W"	"G3O-33945"
"TRM5"		"YHR070W"		"TRM5" // "YHR070W"	"G3O-31120"
"TRM7"	"2'-O-ribose tRNA anticodon loop methyltransferase"	"TRM7"		"TRM7" // "2'-O-ribose tRNA anticodon loop methyltransferase" // "TRM7"	"YBR061C"
"TRM732"		"YMR259C"		"TRM732" // "YMR259C"	"G3O-32934"
"TRM8"		"TRM8"		"TRM8" // "TRM8"	"YDL201W"
"TRM82"		"TRM82"		"TRM82" // "TRM82"	"YDR165W"
"TRM9"		"YML014W"		"TRM9" // "YML014W"	"G3O-32618"
"TRN1"		"tP(UGG)A"		"TRN1" // "tP(UGG)A"	"G3O-28898"
"TRP1"		"TRP1"		"TRP1" // "TRP1"	"YDR007W"
"TRP2"		"TRP2"		"TRP2" // "TRP2"	"YER090W"
"TRP3"		"TRP3"		"TRP3" // "TRP3"	"YKL211C"
"TRP4"		"TRP4"		"TRP4" // "TRP4"	"YDR354W"
"TRP5"		"TRP5"		"TRP5" // "TRP5"	"YGL026C"
"TRR1"		"TRR1"		"TRR1" // "TRR1"	"YDR353W"
"TRR2"		"TRR2"		"TRR2" // "TRR2"	"YHR106W"
"TRR4"		"tR(CCG)L"		"TRR4" // "tR(CCG)L"	"G3O-32554"
"TRS120"		"YDR407C"		"TRS120" // "YDR407C"	"G3O-29951"
"TRS130"		"YMR218C"		"TRS130" // "YMR218C"	"G3O-32900"
"TRS20"		"YBR254C"		"TRS20" // "YBR254C"	"G3O-29179"
"TRS23"		"YDR246W"		"TRS23" // "YDR246W"	"G3O-29819"
"TRS31"		"YDR472W"		"TRS31" // "YDR472W"	"G3O-29999"
"TRS33"		"YOR115C"		"TRS33" // "YOR115C"	"G3O-33644"
"TRS65"		"YGR166W"		"TRS65" // "YGR166W"	"G3O-30864"
"TRS85"		"YDR108W"		"TRS85" // "YDR108W"	"G3O-29710"
"TRT2"		"tT(CGU)K"		"TRT2" // "tT(CGU)K"	"G3O-32087"
"TRX1"	"YLR043C" // "LMA1"	"YLR043C"		"TRX1" // "YLR043C" // "LMA1" // "YLR043C"	"G3O-7"
"TRX2"	"YGR209C" // "LMA1"	"YGR209C"		"TRX2" // "YGR209C" // "LMA1" // "YGR209C"	"G3O-19"
"TRX3"	"YCR083W"	"YCR083W"		"TRX3" // "YCR083W" // "YCR083W"	"G3O-35"
"TRZ1"		"YKR079C"		"TRZ1" // "YKR079C"	"G3O-32043"
"tS(AGA)A"		"tS(AGA)A"		"tS(AGA)A" // "tS(AGA)A"	"G3O-28899"
"tS(AGA)B"		"tS(AGA)B"		"tS(AGA)B" // "tS(AGA)B"	"G3O-29244"
"tS(AGA)D1"		"tS(AGA)D1"		"tS(AGA)D1" // "tS(AGA)D1"	"G3O-30076"
"tS(AGA)D2"		"tS(AGA)D2"		"tS(AGA)D2" // "tS(AGA)D2"	"G3O-30077"
"tS(AGA)D3"		"tS(AGA)D3"		"tS(AGA)D3" // "tS(AGA)D3"	"G3O-30078"
"tS(AGA)E"		"tS(AGA)E"		"tS(AGA)E" // "tS(AGA)E"	"G3O-30380"
"tS(AGA)G"		"tS(AGA)G"		"tS(AGA)G" // "tS(AGA)G"	"G3O-30985"
"tS(AGA)H"		"tS(AGA)H"		"tS(AGA)H" // "tS(AGA)H"	"G3O-31254"
"tS(AGA)J"		"tS(AGA)J"		"tS(AGA)J" // "tS(AGA)J"	"G3O-31794"
"tS(AGA)L"		"tS(AGA)L"		"tS(AGA)L" // "tS(AGA)L"	"G3O-32555"
"tS(AGA)M"		"tS(AGA)M"		"tS(AGA)M" // "tS(AGA)M"	"G3O-33002"
"tS(GCU)F"		"tS(GCU)F"		"tS(GCU)F" // "tS(GCU)F"	"G3O-30514"
"tS(GCU)O"		"tS(GCU)O"		"tS(GCU)O" // "tS(GCU)O"	"G3O-33874"
"tS(GCU)Q1"		"tS(GCU)Q1"		"tS(GCU)Q1" // "tS(GCU)Q1"	"G3O-34406"
"tS(UGA)Q2"		"tS(UGA)Q2"		"tS(UGA)Q2" // "tS(UGA)Q2"	"G3O-34407"
"TSA1"	"cTPxI" // "TPX1" // "ZRG14"	"TSA1"		"TSA1" // "cTPxI" // "TPX1" // "ZRG14" // "TSA1"	"YML028W"
"TSA2"	"cTPxII"	"TSA2"		"TSA2" // "cTPxII" // "TSA2"	"YDR453C"
"TSC10"		"TSC10"		"TSC10" // "TSC10"	"YBR265W"
"TSC11"		"YER093C"		"TSC11" // "YER093C"	"G3O-30260"
"TSC13"	"YDL015C"	"YDL015C"		"TSC13" // "YDL015C" // "YDL015C"	"G3O-39"
"TSC3"		"YBR058C-A"		"TSC3" // "YBR058C-A"	"G3O-29249"
"TSL1"		"TSL1"		"TSL1" // "TSL1"	"YML100W"
"TSR1"		"YDL060W"		"TSR1" // "YDL060W"	"G3O-29476"
"TSR2"		"YLR435W"		"TSR2" // "YLR435W"	"G3O-32492"
"TSR3"		"YOR006C"		"TSR3" // "YOR006C"	"G3O-33556"
"TSR4"		"YOL022C"		"TSR4" // "YOL022C"	"G3O-33438"
"tT(AGU)B"		"tT(AGU)B"		"tT(AGU)B" // "tT(AGU)B"	"G3O-29245"
"tT(AGU)C"		"tT(AGU)C"		"tT(AGU)C" // "tT(AGU)C"	"G3O-29413"
"tT(AGU)D"		"tT(AGU)D"		"tT(AGU)D" // "tT(AGU)D"	"G3O-30079"
"tT(AGU)H"		"tT(AGU)H"		"tT(AGU)H" // "tT(AGU)H"	"G3O-31255"
"tT(AGU)I1"		"tT(AGU)I1"		"tT(AGU)I1" // "tT(AGU)I1"	"G3O-31468"
"tT(AGU)I2"		"tT(AGU)I2"		"tT(AGU)I2" // "tT(AGU)I2"	"G3O-31469"
"tT(AGU)J"		"tT(AGU)J"		"tT(AGU)J" // "tT(AGU)J"	"G3O-31795"
"tT(AGU)N1"		"tT(AGU)N1"		"tT(AGU)N1" // "tT(AGU)N1"	"G3O-33395"
"tT(AGU)N2"		"tT(AGU)N2"		"tT(AGU)N2" // "tT(AGU)N2"	"G3O-33396"
"tT(AGU)O1"		"tT(AGU)O1"		"tT(AGU)O1" // "tT(AGU)O1"	"G3O-33875"
"tT(AGU)O2"		"tT(AGU)O2"		"tT(AGU)O2" // "tT(AGU)O2"	"G3O-33876"
"tT(UAG)Q2"		"tT(UAG)Q2"		"tT(UAG)Q2" // "tT(UAG)Q2"	"G3O-34409"
"tT(UGU)G1"		"tT(UGU)G1"		"tT(UGU)G1" // "tT(UGU)G1"	"G3O-30986"
"tT(UGU)G2"		"tT(UGU)G2"		"tT(UGU)G2" // "tT(UGU)G2"	"G3O-30987"
"tT(UGU)H"		"tT(UGU)H"		"tT(UGU)H" // "tT(UGU)H"	"G3O-31256"
"tT(UGU)P"		"tT(UGU)P"		"tT(UGU)P" // "tT(UGU)P"	"G3O-34346"
"tT(UGU)Q1"		"tT(UGU)Q1"		"tT(UGU)Q1" // "tT(UGU)Q1"	"G3O-34408"
"TTI1"		"YKL033W"		"TTI1" // "YKL033W"	"G3O-31836"
"TTI2"		"YJR136C"		"TTI2" // "YJR136C"	"G3O-31753"
"TUB1"		"YML085C"		"TUB1" // "YML085C"	"G3O-32674"
"TUB2"		"YFL037W"		"TUB2" // "YFL037W"	"G3O-30425"
"TUB3"		"YML124C"		"TUB3" // "YML124C"	"G3O-32703"
"TUB4"		"YLR212C"		"TUB4" // "YLR212C"	"G3O-32329"
"TUF1"		"YOR187W"		"TUF1" // "YOR187W"	"G3O-33697"
"TUL1"		"YKL034W"		"TUL1" // "YKL034W"	"G3O-31837"
"TUM1"		"TUM1"		"a 3-mercaptopyruvate sulfurtransferase" // "TUM1"	"YOR251C"
"TUP1"		"YCR084C"		"TUP1" // "YCR084C"	"G3O-29380"
"TUS1"		"YLR425W"		"TUS1" // "YLR425W"	"G3O-32485"
"tV(AAC)E1"		"tV(AAC)E1"		"tV(AAC)E1" // "tV(AAC)E1"	"G3O-30382"
"tV(AAC)E2"		"tV(AAC)E2"		"tV(AAC)E2" // "tV(AAC)E2"	"G3O-30383"
"tV(AAC)G1"		"tV(AAC)G1"		"tV(AAC)G1" // "tV(AAC)G1"	"G3O-30988"
"tV(AAC)G2"		"tV(AAC)G2"		"tV(AAC)G2" // "tV(AAC)G2"	"G3O-30989"
"tV(AAC)G3"		"tV(AAC)G3"		"tV(AAC)G3" // "tV(AAC)G3"	"G3O-30990"
"tV(AAC)H"		"tV(AAC)H"		"tV(AAC)H" // "tV(AAC)H"	"G3O-31257"
"tV(AAC)J"		"tV(AAC)J"		"tV(AAC)J" // "tV(AAC)J"	"G3O-31796"
"tV(AAC)K1"		"tV(AAC)K1"		"tV(AAC)K1" // "tV(AAC)K1"	"G3O-32088"
"tV(AAC)K2"		"tV(AAC)K2"		"tV(AAC)K2" // "tV(AAC)K2"	"G3O-32089"
"tV(AAC)L"		"tV(AAC)L"		"tV(AAC)L" // "tV(AAC)L"	"G3O-32557"
"tV(AAC)M1"		"tV(AAC)M1"		"tV(AAC)M1" // "tV(AAC)M1"	"G3O-33003"
"tV(AAC)M2"		"tV(AAC)M2"		"tV(AAC)M2" // "tV(AAC)M2"	"G3O-33004"
"tV(AAC)M3"		"tV(AAC)M3"		"tV(AAC)M3" // "tV(AAC)M3"	"G3O-33005"
"tV(AAC)O"		"tV(AAC)O"		"tV(AAC)O" // "tV(AAC)O"	"G3O-33877"
"tV(CAC)D"		"tV(CAC)D"		"tV(CAC)D" // "tV(CAC)D"	"G3O-30080"
"tV(CAC)H"		"tV(CAC)H"		"tV(CAC)H" // "tV(CAC)H"	"G3O-31258"
"tV(UAC)B"		"tV(UAC)B"		"tV(UAC)B" // "tV(UAC)B"	"G3O-29246"
"tV(UAC)D"		"tV(UAC)D"		"tV(UAC)D" // "tV(UAC)D"	"G3O-30081"
"tV(UAC)Q"		"tV(UAC)Q"		"tV(UAC)Q" // "tV(UAC)Q"	"G3O-34410"
"TVP15"		"YDR100W"		"TVP15" // "YDR100W"	"G3O-29703"
"TVP18"		"YMR071C"		"TVP18" // "YMR071C"	"G3O-32773"
"TVP23"		"YDR084C"		"TVP23" // "YDR084C"	"G3O-29689"
"TVP38"		"YKR088C"		"TVP38" // "YKR088C"	"G3O-32051"
"tW(CCA)G1"		"tW(CCA)G1"		"tW(CCA)G1" // "tW(CCA)G1"	"G3O-30991"
"tW(CCA)G2"		"tW(CCA)G2"		"tW(CCA)G2" // "tW(CCA)G2"	"G3O-30992"
"tW(CCA)J"		"tW(CCA)J"		"tW(CCA)J" // "tW(CCA)J"	"G3O-31797"
"tW(CCA)K"		"tW(CCA)K"		"tW(CCA)K" // "tW(CCA)K"	"G3O-32090"
"tW(CCA)M"		"tW(CCA)M"		"tW(CCA)M" // "tW(CCA)M"	"G3O-33006"
"tW(CCA)P"		"tW(CCA)P"		"tW(CCA)P" // "tW(CCA)P"	"G3O-34347"
"tW(UCA)Q"		"tW(UCA)Q"		"tW(UCA)Q" // "tW(UCA)Q"	"G3O-34411"
"TWF1"		"YGR080W"		"TWF1" // "YGR080W"	"G3O-30792"
"tX(XXX)D"		"tX(XXX)D"		"tX(XXX)D" // "tX(XXX)D"	"G3O-30082"
"tX(XXX)L"		"tX(XXX)L"		"tX(XXX)L" // "tX(XXX)L"	"G3O-32556"
"tY(GUA)Q"		"tY(GUA)Q"		"tY(GUA)Q" // "tY(GUA)Q"	"G3O-34412"
"TY1A-OL"		"YOL103W-A"		"TY1A-OL" // "YOL103W-A"	"G3O-33887"
"TY1A-OR"	"YOR142W-A"	"YOR142W-A"		"TY1A-OR" // "YOR142W-A" // "YOR142W-A"	"G3O-33889"
"TY1B-NL2"	"YNLWTy1-2 POL"	"YNL054W-B"		"TY1B-NL2" // "YNLWTy1-2 POL" // "YNL054W-B"	"G3O-42697"
"TY1B-OL"		"YOL103W-B"		"TY1B-OL" // "YOL103W-B"	"G3O-33888"
"TY1B-OR"		"YOR142W-B"		"TY1B-OR" // "YOR142W-B"	"G3O-33890"
"TY2A-OR2"		"YOR343W-A"		"TY2A-OR2" // "YOR343W-A"	"G3O-33893"
"TY2B-OR2"		"YOR343W-B"		"TY2B-OR2" // "YOR343W-B"	"G3O-33894"
"TYE7"		"YOR344C"		"TYE7" // "YOR344C"	"G3O-33818"
"TYR1"		"TYR1"		"TYR1" // "TYR1"	"YBR166C"
"TYS1"		"YGR185C"		"TYS1" // "YGR185C"	"G3O-30875"
"TYW1"		"YPL207W"		"TYW1" // "YPL207W"	"G3O-34098"
"TYW2"	"TRM12"	"YML005W"		"TYW2" // "TRM12" // "YML005W"	"G3O-32610"
"TYW3"		"YGL050W"		"TYW3" // "YGL050W"	"G3O-30560"
"TYW4"	"PPM2"	"TYW4"		"TYW4" // "PPM2" // "TYW4"	"YOL141W"
"UAF30"		"YOR295W"		"UAF30" // "YOR295W"	"G3O-33780"
"UBA1"		"YKL210W"		"UBA1" // "YKL210W"	"G3O-31969"
"UBA2"		"YDR390C"		"UBA2" // "YDR390C"	"G3O-29938"
"UBA3"		"YPR066W"		"UBA3" // "YPR066W"	"G3O-34214"
"UBA4"		"YHR111W"		"UBA4" // "YHR111W"	"G3O-31153"
"UBC1"		"YDR177W"		"UBC1" // "YDR177W"	"G3O-29766"
"UBC11"		"YOR339C"		"UBC11" // "YOR339C"	"G3O-33814"
"UBC12"		"YLR306W"		"UBC12" // "YLR306W"	"G3O-32394"
"UBC13"		"YDR092W"		"UBC13" // "YDR092W"	"G3O-29697"
"UBC4"		"YBR082C"		"UBC4" // "YBR082C"	"G3O-29050"
"UBC5"		"YDR059C"		"UBC5" // "YDR059C"	"G3O-29667"
"UBC6"		"YER100W"		"UBC6" // "YER100W"	"G3O-30265"
"UBC7"		"YMR022W"		"UBC7" // "YMR022W"	"G3O-32727"
"UBC8"		"YEL012W"		"UBC8" // "YEL012W"	"G3O-30138"
"UBC9"		"YDL064W"		"UBC9" // "YDL064W"	"G3O-29479"
"UBI4"		"YLL039C"		"UBI4" // "YLL039C"	"G3O-32141"
"UBP1"		"YDL122W"		"UBP1" // "YDL122W"	"G3O-29521"
"UBP10"		"YNL186W"		"UBP10" // "YNL186W"	"G3O-33197"
"UBP11"		"YKR098C"		"UBP11" // "YKR098C"	"G3O-32060"
"UBP12"		"YJL197W"		"UBP12" // "YJL197W"	"G3O-31628"
"UBP13"		"YBL067C"		"UBP13" // "YBL067C"	"G3O-28963"
"UBP14"		"YBR058C"		"UBP14" // "YBR058C"	"G3O-29029"
"UBP15"		"YMR304W"		"UBP15" // "YMR304W"	"G3O-32969"
"UBP16"		"YPL072W"		"UBP16" // "YPL072W"	"G3O-33980"
"UBP2"		"YOR124C"		"UBP2" // "YOR124C"	"G3O-33651"
"UBP3"		"YER151C"		"UBP3" // "YER151C"	"G3O-30312"
"UBP5"		"YER144C"		"UBP5" // "YER144C"	"G3O-30305"
"UBP6"		"YFR010W"		"UBP6" // "YFR010W"	"G3O-30463"
"UBP7"		"YIL156W"		"UBP7" // "YIL156W"	"G3O-31404"
"UBP8"		"YMR223W"		"UBP8" // "YMR223W"	"G3O-32904"
"UBP9"		"YER098W"		"UBP9" // "YER098W"	"G3O-30264"
"UBR1"		"YGR184C"		"UBR1" // "YGR184C"	"G3O-30874"
"UBR2"		"YLR024C"		"UBR2" // "YLR024C"	"G3O-32185"
"UBS1"		"YBR165W"		"UBS1" // "YBR165W"	"G3O-29115"
"UBX2"		"YML013W"		"UBX2" // "YML013W"	"G3O-32617"
"UBX3"		"YDL091C"		"UBX3" // "YDL091C"	"G3O-29498"
"UBX4"		"YMR067C"		"UBX4" // "YMR067C"	"G3O-32769"
"UBX5"		"YDR330W"		"UBX5" // "YDR330W"	"G3O-29886"
"UBX6"		"YJL048C"		"UBX6" // "YJL048C"	"G3O-31512"
"UBX7"		"YBR273C"		"UBX7" // "YBR273C"	"G3O-29194"
"UFD1"		"YGR048W"		"UFD1" // "YGR048W"	"G3O-30766"
"UFD2"		"YDL190C"		"UFD2" // "YDL190C"	"G3O-29575"
"UFD4"		"YKL010C"		"UFD4" // "YKL010C"	"G3O-31819"
"UFE1"		"YOR075W"		"UFE1" // "YOR075W"	"G3O-33612"
"UFO1"		"YML088W"		"UFO1" // "YML088W"	"G3O-32676"
"UGA1"		"UGA1"		"UGA1" // "UGA1"	"YGR019W"
"UGA2"	"UGA5"	"UGA2"		"UGA2" // "UGA5" // "UGA2"	"YBR006W"
"UGA3"		"YDL170W"		"UGA3" // "YDL170W"	"G3O-29561"
"UGA4"		"YDL210W"		"UGA4" // "YDL210W"	"G3O-29592"
"UGO1"		"YDR470C"		"UGO1" // "YDR470C"	"G3O-29997"
"UGP1"		"UGP1"		"UGP1" // "UGP1"	"YKL035W"
"UGX2"		"YDL169C"		"UGX2" // "YDL169C"	"G3O-29560"
"UIP3"		"YAR027W"		"UIP3" // "YAR027W"	"G3O-28878"
"UIP4"		"YPL186C"		"UIP4" // "YPL186C"	"G3O-34079"
"UIP5"		"YKR044W"		"UIP5" // "YKR044W"	"G3O-32015"
"ULA1"		"YPL003W"		"ULA1" // "YPL003W"	"G3O-33922"
"ULI1"		"YFR026C"		"ULI1" // "YFR026C"	"G3O-30475"
"ULP1"		"YPL020C"		"ULP1" // "YPL020C"	"G3O-33938"
"ULP2"		"YIL031W"		"ULP2" // "YIL031W"	"G3O-31304"
"ULS1"		"YOR191W"		"ULS1" // "YOR191W"	"G3O-33700"
"UME1"		"YPL139C"		"UME1" // "YPL139C"	"G3O-34037"
"UME6"		"YDR207C"		"UME6" // "YDR207C"	"G3O-29791"
"UMP1"		"YBR173C"		"UMP1" // "YBR173C"	"G3O-29121"
"UNG1"		"YML021C"		"UNG1" // "YML021C"	"G3O-32624"
"UPC2"		"YDR213W"		"UPC2" // "YDR213W"	"G3O-29795"
"UPF3"		"YGR072W"		"UPF3" // "YGR072W"	"G3O-30785"
"UPS1"		"YLR193C"		"UPS1" // "YLR193C"	"G3O-32315"
"UPS2"		"YLR168C"		"UPS2" // "YLR168C"	"G3O-32298"
"UPS3"		"YDR185C"		"UPS3" // "YDR185C"	"G3O-29774"
"URA1"		"URA1"		"URA1" // "URA1"	"YKL216W"
"URA10"		"URA10"		"URA10" // "URA10"	"YMR271C"
"URA2"		"URA2"		"URA2" // "URA2"	"YJL130C"
"URA3"		"URA3"		"URA3" // "URA3"	"YEL021W"
"URA4"		"URA4"		"URA4" // "URA4"	"YLR420W"
"URA5"	"PYR5"	"URA5"		"URA5" // "PYR5" // "URA5"	"YML106W"
"URA6"	"SOC8"	"URA6"		"URA6" // "SOC8" // "URA6"	"YKL024C"
"URA7"		"URA7"		"URA7" // "URA7"	"YBL039C"
"URA8"		"URA8"		"URA8" // "URA8"	"YJR103W"
"URB1"		"YKL014C"		"URB1" // "YKL014C"	"G3O-31823"
"URB2"		"YJR041C"		"URB2" // "YJR041C"	"G3O-31676"
"URC2"		"YDR520C"		"URC2" // "YDR520C"	"G3O-30037"
"URE2"	"[URE3]"	"URE2"		"URE2" // "[URE3]" // "URE2"	"YNL229C"
"URH1"		"URH1"		"URH1" // "URH1"	"YDR400W"
"URK1"		"URK1"		"URK1" // "URK1"	"YNR012W"
"URM1"		"YIL008W"		"a ubiquitin-related modifier 1" // "YIL008W"	"G3O-31287"
"URN1"		"YPR152C"		"URN1" // "YPR152C"	"G3O-34283"
"USA1"		"YML029W"		"USA1" // "YML029W"	"G3O-32630"
"USB1"		"YLR132C"		"USB1" // "YLR132C"	"G3O-32274"
"USE1"		"YGL098W"		"USE1" // "YGL098W"	"G3O-30598"
"USO1"		"YDL058W"		"USO1" // "YDL058W"	"G3O-29474"
"USV1"		"YPL230W"		"USV1" // "YPL230W"	"G3O-34118"
"UTH1"		"YKR042W"		"UTH1" // "YKR042W"	"G3O-32013"
"UTP10"		"YJL109C"		"UTP10" // "YJL109C"	"G3O-31563"
"UTP11"		"YKL099C"		"UTP11" // "YKL099C"	"G3O-31889"
"UTP13"		"YLR222C"		"UTP13" // "YLR222C"	"G3O-32336"
"UTP14"		"YML093W"		"UTP14" // "YML093W"	"G3O-32678"
"UTP15"		"YMR093W"		"UTP15" // "YMR093W"	"G3O-32793"
"UTP18"		"YJL069C"		"UTP18" // "YJL069C"	"G3O-31528"
"UTP20"		"YBL004W"		"UTP20" // "YBL004W"	"G3O-28910"
"UTP21"		"YLR409C"		"UTP21" // "YLR409C"	"G3O-32471"
"UTP22"		"YGR090W"		"UTP22" // "YGR090W"	"G3O-30800"
"UTP23"		"YOR004W"		"UTP23" // "YOR004W"	"G3O-33554"
"UTP25"		"YIL091C"		"UTP25" // "YIL091C"	"G3O-31351"
"UTP30"		"YKR060W"		"UTP30" // "YKR060W"	"G3O-32028"
"UTP4"		"YDR324C"		"UTP4" // "YDR324C"	"G3O-29881"
"UTP5"		"YDR398W"		"UTP5" // "YDR398W"	"G3O-29945"
"UTP6"		"YDR449C"		"UTP6" // "YDR449C"	"G3O-29980"
"UTP7"		"YER082C"		"UTP7" // "YER082C"	"G3O-30252"
"UTP8"		"YGR128C"		"UTP8" // "YGR128C"	"G3O-30834"
"UTP9"		"YHR196W"		"UTP9" // "YHR196W"	"G3O-31224"
"UTR1"		"YJR049C"		"UTR1" // "YJR049C"	"G3O-31684"
"UTR2"		"YEL040W"		"UTR2" // "YEL040W"	"G3O-30161"
"UTR4"	"YEL038W"	"YEL038W"		"UTR4" // "YEL038W" // "YEL038W"	"G3O-137"
"UTR5"		"YEL035C"		"UTR5" // "YEL035C"	"G3O-30157"
"VAB2"		"YEL005C"		"VAB2" // "YEL005C"	"G3O-30134"
"VAC14"		"YLR386W"		"VAC14" // "YLR386W"	"G3O-32452"
"VAC17"		"YCL063W"		"VAC17" // "YCL063W"	"G3O-29312"
"VAC7"		"YNL054W"		"VAC7" // "YNL054W"	"G3O-33086"
"VAC8"		"YEL013W"		"VAC8" // "YEL013W"	"G3O-30139"
"VAM10"		"YOR068C"		"VAM10" // "YOR068C"	"G3O-33607"
"VAM3"		"YOR106W"		"VAM3" // "YOR106W"	"G3O-33637"
"VAM6"		"YDL077C"		"VAM6" // "YDL077C"	"G3O-29488"
"VAM7"		"YGL212W"		"VAM7" // "YGL212W"	"G3O-30689"
"VAN1"	"LDB13" // "VRG8" // "VRG7"	"VAN1"		"VAN1" // "LDB13" // "VRG8" // "VRG7" // "VAN1"	"YML115C"
"VAR1"		"Q0140"		"VAR1" // "Q0140"	"G3O-34384"
"VAS1"		"YGR094W"		"VAS1" // "YGR094W"	"G3O-30804"
"VBA1"		"YMR088C"		"VBA1" // "YMR088C"	"G3O-32788"
"VBA2"		"YBR293W"		"VBA2" // "YBR293W"	"G3O-29211"
"VBA3"		"YCL069W"		"VBA3" // "YCL069W"	"G3O-29316"
"VBA4"		"YDR119W"		"VBA4" // "YDR119W"	"G3O-29719"
"VBA5"		"YKR105C"		"VBA5" // "YKR105C"	"G3O-32067"
"VCX1"		"YDL128W"		"VCX1" // "YDL128W"	"G3O-29527"
"VEL1"		"YGL258W"		"VEL1" // "YGL258W"	"G3O-30726"
"VFA1"		"YER128W"		"VFA1" // "YER128W"	"G3O-30291"
"VHC1"		"YBR235W"		"VHC1" // "YBR235W"	"G3O-29166"
"VHR1"		"YIL056W"		"VHR1" // "YIL056W"	"G3O-31326"
"VHR2"		"YER064C"		"VHR2" // "YER064C"	"G3O-30239"
"VHS1"		"YDR247W"		"VHS1" // "YDR247W"	"G3O-29820"
"VHS2"		"YIL135C"		"VHS2" // "YIL135C"	"G3O-31386"
"VHS3"	"YOR29-05"	"VHS3"		"VHS3" // "YOR29-05" // "VHS3"	"YOR054C"
"VHT1"		"YGR065C"		"VHT1" // "YGR065C"	"G3O-30779"
"VID22"		"YLR373C"		"VID22" // "YLR373C"	"G3O-32442"
"VID24"		"YBR105C"		"VID24" // "YBR105C"	"G3O-29067"
"VID27"		"YNL212W"		"VID27" // "YNL212W"	"G3O-33218"
"VID28"		"YIL017C"		"VID28" // "YIL017C"	"G3O-31293"
"VID30"		"YGL227W"		"VID30" // "YGL227W"	"G3O-30701"
"VIK1"		"YPL253C"		"VIK1" // "YPL253C"	"G3O-34138"
"VIP1"	"YLR410W"	"YLR410W"		"VIP1" // "YLR410W" // "YLR410W"	"G3O-37"
"VMA1"		"YDL185W"		"VMA1" // "YDL185W"	"G3O-29571"
"VMA10"		"YHR039C-A"		"VMA10" // "YHR039C-A"	"G3O-31242"
"VMA11"		"YPL234C"		"VMA11" // "YPL234C"	"G3O-34121"
