Product Name,Genes,Component coefficients,Gene products
CPX-3087,YIL132C // YLR376C // YHL006C // YDR078C,TUPLE // YIL132C-MONOMER // 1 // TUPLE // YLR376C-MONOMER // 1 // TUPLE // YHL006C-MONOMER // 1 // TUPLE // YDR078C-MONOMER // 1,YIL132C-MONOMER // YLR376C-MONOMER // YHL006C-MONOMER // YDR078C-MONOMER
CPX-1386,YLR394W // YHR153C // YIL073C // YGL249W,TUPLE // YLR394W-MONOMER // 1 // TUPLE // YHR153C-MONOMER // 1 // TUPLE // YIL073C-MONOMER // 1 // TUPLE // YGL249W-MONOMER // 1,YLR394W-MONOMER // YHR153C-MONOMER // YIL073C-MONOMER // YGL249W-MONOMER
CPX-1811,YDL042C // YLR442C // YDR227W,TUPLE // YDL042C-MONOMER // 1 // TUPLE // YLR442C-MONOMER // 1 // TUPLE // YDR227W-MONOMER // 1,YDL042C-MONOMER // YLR442C-MONOMER // YDR227W-MONOMER
CPX-1864,YFR040W // YDL047W,TUPLE // YFR040W-MONOMER // 1 // TUPLE // YDL047W-MONOMER // 1,YFR040W-MONOMER // YDL047W-MONOMER
CPX-1865,YJL098W // YDL047W,TUPLE // YJL098W-MONOMER // 1 // TUPLE // YDL047W-MONOMER // 1,YJL098W-MONOMER // YDL047W-MONOMER
CPX-1866,YKR028W // YDL047W,TUPLE // YKR028W-MONOMER // 1 // TUPLE // YDL047W-MONOMER // 1,YKR028W-MONOMER // YDL047W-MONOMER
CPX-1040,YLR398C // YPR189W // YGL213C,TUPLE // YLR398C-MONOMER // 1 // TUPLE // YPR189W-MONOMER // 1 // TUPLE // YGL213C-MONOMER // 1,YLR398C-MONOMER // YPR189W-MONOMER // YGL213C-MONOMER
CPX-1344,YOR181W // YBL007C,TUPLE // YOR181W-MONOMER // 1 // TUPLE // YBL007C-MONOMER // 1,YOR181W-MONOMER // YBL007C-MONOMER
CPX-675,YDR448W // YER164W // YGR252W // YPL254W // YDR176W // YGL252C // YGL066W // YDR392W // YBR081C // YOL148C // YBR198C // YGL112C // YMR236W // YDR167W // YDR145W // YHR099W // YMR223W,TUPLE // YDR448W-MONOMER // 1 // TUPLE // YER164W-MONOMER // 1 // TUPLE // YGR252W-MONOMER // 1 // TUPLE // YPL254W-MONOMER // 1 // TUPLE // YDR176W-MONOMER // 1 // TUPLE // YGL252C-MONOMER // 1 // TUPLE // YGL066W-MONOMER // 1 // TUPLE // YDR392W-MONOMER // 1 // TUPLE // YBR081C-MONOMER // 1 // TUPLE // YOL148C-MONOMER // 1 // TUPLE // YBR198C-MONOMER // 1 // TUPLE // YGL112C-MONOMER // 1 // TUPLE // YMR236W-MONOMER // 1 // TUPLE // YDR167W-MONOMER // 1 // TUPLE // YDR145W-MONOMER // 1 // TUPLE // YHR099W-MONOMER // 1 // TUPLE // YMR223W-MONOMER // 1,YDR448W-MONOMER // YER164W-MONOMER // YGR252W-MONOMER // YPL254W-MONOMER // YDR176W-MONOMER // YGL252C-MONOMER // YGL066W-MONOMER // YDR392W-MONOMER // YBR081C-MONOMER // YOL148C-MONOMER // YBR198C-MONOMER // YGL112C-MONOMER // YMR236W-MONOMER // YDR167W-MONOMER // YDR145W-MONOMER // YHR099W-MONOMER // YMR223W-MONOMER
CPX-3159,YBR228W // YLR135W,TUPLE // YBR228W-MONOMER // 1 // TUPLE // YLR135W-MONOMER // 1,YBR228W-MONOMER // YLR135W-MONOMER
CPX-1362,YPL022W // YML095C // YLR135W,TUPLE // YPL022W-MONOMER // 1 // TUPLE // YML095C-MONOMER // 1 // TUPLE // YLR135W-MONOMER // 1,YPL022W-MONOMER // YML095C-MONOMER // YLR135W-MONOMER
CPX-3179,YDL013W // YER116C,TUPLE // YDL013W-MONOMER // 1 // TUPLE // YER116C-MONOMER // 1,YDL013W-MONOMER // YER116C-MONOMER
CPX-43,YER029C // YGR074W // YLR275W // YLR147C // YOR159C // YFL017W-A // YPR182W,TUPLE // YER029C-MONOMER // 1 // TUPLE // YGR074W-MONOMER // 1 // TUPLE // YLR275W-MONOMER // 1 // TUPLE // YLR147C-MONOMER // 1 // TUPLE // YOR159C-MONOMER // 1 // TUPLE // YFL017W-A-MONOMER // 1 // TUPLE // YPR182W-MONOMER // 1,YER029C-MONOMER // YGR074W-MONOMER // YLR275W-MONOMER // YLR147C-MONOMER // YOR159C-MONOMER // YFL017W-A-MONOMER // YPR182W-MONOMER
CPX-1364,YER038C // YEL019C // YLR007W // YDR288W // YDL105W // YML023C // YOL034W // YLR383W,TUPLE // YER038C-MONOMER // 1 // TUPLE // YEL019C-MONOMER // 1 // TUPLE // YLR007W-MONOMER // 1 // TUPLE // YDR288W-MONOMER // 1 // TUPLE // YDL105W-MONOMER // 1 // TUPLE // YML023C-MONOMER // 1 // TUPLE // YOL034W-MONOMER // 1 // TUPLE // YLR383W-MONOMER // 1,YER038C-MONOMER // YEL019C-MONOMER // YLR007W-MONOMER // YDR288W-MONOMER // YDL105W-MONOMER // YML023C-MONOMER // YOL034W-MONOMER // YLR383W-MONOMER
CPX-1887,YOR106W // YGL212W // YMR197C,TUPLE // YOR106W-MONOMER // 1 // TUPLE // YGL212W-MONOMER // 1 // TUPLE // YMR197C-MONOMER // 1,YOR106W-MONOMER // YGL212W-MONOMER // YMR197C-MONOMER
CPX-2800,YER027C // YDR477W // YGL115W,TUPLE // YER027C-MONOMER // 1 // TUPLE // YDR477W-MONOMER // 1 // TUPLE // YGL115W-MONOMER // 1,YER027C-MONOMER // YDR477W-MONOMER // YGL115W-MONOMER
CPX-232,YDR422C // YDR477W // YGL115W,TUPLE // YDR422C-MONOMER // 1 // TUPLE // YDR477W-MONOMER // 1 // TUPLE // YGL115W-MONOMER // 1,YDR422C-MONOMER // YDR477W-MONOMER // YGL115W-MONOMER
CPX-2800,YGL208W // YDR477W // YGL115W,TUPLE // YGL208W-MONOMER // 1 // TUPLE // YDR477W-MONOMER // 1 // TUPLE // YGL115W-MONOMER // 1,YGL208W-MONOMER // YDR477W-MONOMER // YGL115W-MONOMER
CPX-1370,YMR095C // YMR096W,TUPLE // YMR095C-MONOMER // 1 // TUPLE // YMR096W-MONOMER // 1,YMR095C-MONOMER // YMR096W-MONOMER
CPX-1371,YNL334C // YMR096W,TUPLE // YNL334C-MONOMER // 1 // TUPLE // YMR096W-MONOMER // 1,YNL334C-MONOMER // YMR096W-MONOMER
CPX-1372,YMR176W // YNL330C // YGL131C,TUPLE // YMR176W-MONOMER // 1 // TUPLE // YNL330C-MONOMER // 1 // TUPLE // YGL131C-MONOMER // 1,YMR176W-MONOMER // YNL330C-MONOMER // YGL131C-MONOMER
CPX-1377,YDL113C // YJL036W,TUPLE // YDL113C-MONOMER // 1 // TUPLE // YJL036W-MONOMER // 1,YDL113C-MONOMER // YJL036W-MONOMER
CPX-1378,YJL036W // YDR425W,TUPLE // YJL036W-MONOMER // 1 // TUPLE // YDR425W-MONOMER // 1,YJL036W-MONOMER // YDR425W-MONOMER
CPX-2267,YMR038C // YJR104C,TUPLE // YMR038C-MONOMER // 1 // TUPLE // YJR104C-MONOMER // 1,YMR038C-MONOMER // YJR104C-MONOMER
CPX-1420,YNL225C // YKL042W,TUPLE // YNL225C-MONOMER // 1 // TUPLE // YKL042W-MONOMER // 1,YNL225C-MONOMER // YKL042W-MONOMER
CPX-1419,YBR109C // YPL124W // YKL042W // YDR356W,TUPLE // YBR109C-MONOMER // 1 // TUPLE // YPL124W-MONOMER // 1 // TUPLE // YKL042W-MONOMER // 1 // TUPLE // YDR356W-MONOMER // 1,YBR109C-MONOMER // YPL124W-MONOMER // YKL042W-MONOMER // YDR356W-MONOMER
CPX-1835,YIR022W // YJR010C-A // YML055W // YLR066W,TUPLE // YIR022W-MONOMER // 1 // TUPLE // YJR010C-A-MONOMER // 1 // TUPLE // YML055W-MONOMER // 1 // TUPLE // YLR066W-MONOMER // 1,YIR022W-MONOMER // YJR010C-A-MONOMER // YML055W-MONOMER // YLR066W-MONOMER
CPX-1899,YDR532C // YGL093W,TUPLE // YDR532C-MONOMER // 1 // TUPLE // YGL093W-MONOMER // 1,YDR532C-MONOMER // YGL093W-MONOMER
CPX-3158,YMR296C // YDR062W // YGR038W // YLR350W // YKL212W // YBR058C-A,TUPLE // YMR296C-MONOMER // 1 // TUPLE // YDR062W-MONOMER // 1 // TUPLE // YGR038W-MONOMER // 1 // TUPLE // YLR350W-MONOMER // 1 // TUPLE // YKL212W-MONOMER // 1 // TUPLE // YBR058C-A-MONOMER // 1,YMR296C-MONOMER // YDR062W-MONOMER // YGR038W-MONOMER // YLR350W-MONOMER // YKL212W-MONOMER // YBR058C-A-MONOMER
CPX-1661,YGR063C // YML010W,TUPLE // YGR063C-MONOMER // 1 // TUPLE // YML010W-MONOMER // 1,YGR063C-MONOMER // YML010W-MONOMER
CPX-780,YDR292C // YKL154W,TUPLE // YDR292C-MONOMER // 1 // TUPLE // YKL154W-MONOMER // 1,YDR292C-MONOMER // YKL154W-MONOMER
CPX-609,YML105C // YDL092W // YKL122C // YPR088C // YPL243W // YPL210C,TUPLE // YML105C-MONOMER // 1 // TUPLE // YDL092W-MONOMER // 1 // TUPLE // YKL122C-MONOMER // 1 // TUPLE // YPR088C-MONOMER // 1 // TUPLE // YPL243W-MONOMER // 1 // TUPLE // YPL210C-MONOMER // 1,YML105C-MONOMER // YDL092W-MONOMER // YKL122C-MONOMER // YPR088C-MONOMER // YPL243W-MONOMER // YPL210C-MONOMER
CPX-1834,YER019C-A // YBR283C // YDR086C,TUPLE // YER019C-A-MONOMER // 1 // TUPLE // YBR283C-MONOMER // 1 // TUPLE // YDR086C-MONOMER // 1,YER019C-A-MONOMER // YBR283C-MONOMER // YDR086C-MONOMER
CPX-1365,YGR009C // YPL232W,TUPLE // YGR009C-MONOMER // 1 // TUPLE // YPL232W-MONOMER // 1,YGR009C-MONOMER // YPL232W-MONOMER
CPX-1369,YGR009C // YMR183C,TUPLE // YGR009C-MONOMER // 1 // TUPLE // YMR183C-MONOMER // 1,YGR009C-MONOMER // YMR183C-MONOMER
CPX-1645,YOR212W // YJR086W,TUPLE // YOR212W-MONOMER // 1 // TUPLE // YJR086W-MONOMER // 1,YOR212W-MONOMER // YJR086W-MONOMER
CPX-575,YPL049C // YDR480W // YHR084W,TUPLE // YPL049C-MONOMER // 1 // TUPLE // YDR480W-MONOMER // 1 // TUPLE // YHR084W-MONOMER // 1,YPL049C-MONOMER // YDR480W-MONOMER // YHR084W-MONOMER
CPX-576,YPL049C // YHR084W // YBR083W,TUPLE // YPL049C-MONOMER // 1 // TUPLE // YHR084W-MONOMER // 1 // TUPLE // YBR083W-MONOMER // 1,YPL049C-MONOMER // YHR084W-MONOMER // YBR083W-MONOMER
CPX-1071,YPL024W // YMR190C // YLR234W,TUPLE // YPL024W-MONOMER // 1 // TUPLE // YMR190C-MONOMER // 1 // TUPLE // YLR234W-MONOMER // 1,YPL024W-MONOMER // YMR190C-MONOMER // YLR234W-MONOMER
CPX-565,YKL148C // YLL041C // YKL141W // YDR178W,TUPLE // YKL148C-MONOMER // 1 // TUPLE // YLL041C-MONOMER // 1 // TUPLE // YKL141W-MONOMER // 1 // TUPLE // YDR178W-MONOMER // 1,YKL148C-MONOMER // YLL041C-MONOMER // YKL141W-MONOMER // YDR178W-MONOMER
CPX-1379,YOR142W // YGR244C,TUPLE // YOR142W-MONOMER // 1 // TUPLE // YGR244C-MONOMER // 1,YOR142W-MONOMER // YGR244C-MONOMER
CPX-3163,YJR137C // YFR030W,TUPLE // YJR137C-MONOMER // 2 // TUPLE // YFR030W-MONOMER // 2,YJR137C-MONOMER // YFR030W-MONOMER
CPX-1384,YOL068C // YOR279C // YDR310C,TUPLE // YOL068C-MONOMER // 1 // TUPLE // YOR279C-MONOMER // 1 // TUPLE // YDR310C-MONOMER // 1,YOL068C-MONOMER // YOR279C-MONOMER // YDR310C-MONOMER
CPX-1739,YBR036C // YPL057C,TUPLE // YBR036C-MONOMER // 1 // TUPLE // YPL057C-MONOMER // 1,YBR036C-MONOMER // YPL057C-MONOMER
CPX-1150,YPR034W // YMR033W // YGR275W // YOR290C // YBR289W // YHL025W // YDR073W // YNR023W // YPL016W // YJL176C // YFL049W // YPL129W,TUPLE // YPR034W-MONOMER // 1 // TUPLE // YMR033W-MONOMER // 1 // TUPLE // YGR275W-MONOMER // 1 // TUPLE // YOR290C-MONOMER // 1 // TUPLE // YBR289W-MONOMER // 1 // TUPLE // YHL025W-MONOMER // 1 // TUPLE // YDR073W-MONOMER // 1 // TUPLE // YNR023W-MONOMER // 1 // TUPLE // YPL016W-MONOMER // 1 // TUPLE // YJL176C-MONOMER // 1 // TUPLE // YFL049W-MONOMER // 1 // TUPLE // YPL129W-MONOMER // 1,YPR034W-MONOMER // YMR033W-MONOMER // YGR275W-MONOMER // YOR290C-MONOMER // YBR289W-MONOMER // YHL025W-MONOMER // YDR073W-MONOMER // YNR023W-MONOMER // YPL016W-MONOMER // YJL176C-MONOMER // YFL049W-MONOMER // YPL129W-MONOMER
CPX-2122,YDR334W // YDR190C // YPL235W // YBR231C // YGR002C // YLR385C // YFL039C // YJL081C // YLR399C // YNL107W // YLR085C // YAL011W // YML041C // YDR485C,TUPLE // YDR334W-MONOMER // 1 // TUPLE // YDR190C-MONOMER // 1 // TUPLE // YPL235W-MONOMER // 1 // TUPLE // YBR231C-MONOMER // 1 // TUPLE // YGR002C-MONOMER // 1 // TUPLE // YLR385C-MONOMER // 1 // TUPLE // YFL039C-MONOMER // 1 // TUPLE // YJL081C-MONOMER // 1 // TUPLE // YLR399C-MONOMER // 1 // TUPLE // YNL107W-MONOMER // 1 // TUPLE // YLR085C-MONOMER // 1 // TUPLE // YAL011W-MONOMER // 1 // TUPLE // YML041C-MONOMER // 1 // TUPLE // YDR485C-MONOMER // 1,YDR334W-MONOMER // YDR190C-MONOMER // YPL235W-MONOMER // YBR231C-MONOMER // YGR002C-MONOMER // YLR385C-MONOMER // YFL039C-MONOMER // YJL081C-MONOMER // YLR399C-MONOMER // YNL107W-MONOMER // YLR085C-MONOMER // YAL011W-MONOMER // YML041C-MONOMER // YDR485C-MONOMER
CPX-386,YKR071C // YPR048W,TUPLE // YKR071C-MONOMER // 1 // TUPLE // YPR048W-MONOMER // 1,YKR071C-MONOMER // YPR048W-MONOMER
CPX-1863,YIL153W // YDL047W // YMR028W,TUPLE // YIL153W-MONOMER // 1 // TUPLE // YDL047W-MONOMER // 1 // TUPLE // YMR028W-MONOMER // 1,YIL153W-MONOMER // YDL047W-MONOMER // YMR028W-MONOMER
CPX-1633,YOR194C // YKL058W,TUPLE // YOR194C-MONOMER // 1 // TUPLE // YKL058W-MONOMER // 1,YOR194C-MONOMER // YKL058W-MONOMER
CPX-1143,YNL039W // YGR246C // YER148W,TUPLE // YNL039W-MONOMER // 1 // TUPLE // YGR246C-MONOMER // 1 // TUPLE // YER148W-MONOMER // 1,YNL039W-MONOMER // YGR246C-MONOMER // YER148W-MONOMER
CPX-1642,YGR274C // YCR042C // YPL011C // YMR005W // YBR198C // YGL112C // YMR227C // YML114C // YMR236W // YDR167W // YML015C // YDR145W // YML098W // YPL129W // YER148W,TUPLE // YGR274C-MONOMER // 1 // TUPLE // YCR042C-MONOMER // 1 // TUPLE // YPL011C-MONOMER // 1 // TUPLE // YMR005W-MONOMER // 2 // TUPLE // YBR198C-MONOMER // 2 // TUPLE // YGL112C-MONOMER // 2 // TUPLE // YMR227C-MONOMER // 1 // TUPLE // YML114C-MONOMER // 1 // TUPLE // YMR236W-MONOMER // 2 // TUPLE // YDR167W-MONOMER // 2 // TUPLE // YML015C-MONOMER // 1 // TUPLE // YDR145W-MONOMER // 2 // TUPLE // YML098W-MONOMER // 1 // TUPLE // YPL129W-MONOMER // 3 // TUPLE // YER148W-MONOMER // 1,YGR274C-MONOMER // YCR042C-MONOMER // YPL011C-MONOMER // YMR005W-MONOMER // YBR198C-MONOMER // YGL112C-MONOMER // YMR227C-MONOMER // YML114C-MONOMER // YMR236W-MONOMER // YDR167W-MONOMER // YML015C-MONOMER // YDR145W-MONOMER // YML098W-MONOMER // YPL129W-MONOMER // YER148W-MONOMER
CPX-1658,YKL028W // YKR062W,TUPLE // YKL028W-MONOMER // 2 // TUPLE // YKR062W-MONOMER // 2,YKL028W-MONOMER // YKR062W-MONOMER
CPX-1149,YPL129W // YGR186W // YGR005C,TUPLE // YPL129W-MONOMER // 1 // TUPLE // YGR186W-MONOMER // 1 // TUPLE // YGR005C-MONOMER // 1,YPL129W-MONOMER // YGR186W-MONOMER // YGR005C-MONOMER
CPX-1659,YPR025C // YDL108W // YLR005W // YER171W // YIL143C // YDR311W // YPL122C // YDR460W // YPR056W // YDR079C-A,TUPLE // YPR025C-MONOMER // 1 // TUPLE // YDL108W-MONOMER // 1 // TUPLE // YLR005W-MONOMER // 1 // TUPLE // YER171W-MONOMER // 1 // TUPLE // YIL143C-MONOMER // 1 // TUPLE // YDR311W-MONOMER // 1 // TUPLE // YPL122C-MONOMER // 1 // TUPLE // YDR460W-MONOMER // 1 // TUPLE // YPR056W-MONOMER // 1 // TUPLE // YDR079C-A-MONOMER // 1,YPR025C-MONOMER // YDL108W-MONOMER // YLR005W-MONOMER // YER171W-MONOMER // YIL143C-MONOMER // YDR311W-MONOMER // YPL122C-MONOMER // YDR460W-MONOMER // YPR056W-MONOMER // YDR079C-A-MONOMER
CPX-1656,YBR123C // YAL001C // YGR047C // YDR362C // YOR110W // YPL007C,TUPLE // YBR123C-MONOMER // 1 // TUPLE // YAL001C-MONOMER // 1 // TUPLE // YGR047C-MONOMER // 1 // TUPLE // YDR362C-MONOMER // 1 // TUPLE // YOR110W-MONOMER // 1 // TUPLE // YPL007C-MONOMER // 1,YBR123C-MONOMER // YAL001C-MONOMER // YGR047C-MONOMER // YDR362C-MONOMER // YOR110W-MONOMER // YPL007C-MONOMER
CPX-1660,YPR025C // YDL108W // YDR460W,TUPLE // YPR025C-MONOMER // 1 // TUPLE // YDL108W-MONOMER // 1 // TUPLE // YDR460W-MONOMER // 1,YPR025C-MONOMER // YDL108W-MONOMER // YDR460W-MONOMER
CPX-1687,YDR159W // YOL072W,TUPLE // YDR159W-MONOMER // 1 // TUPLE // YOL072W-MONOMER // 1,YDR159W-MONOMER // YOL072W-MONOMER
CPX-2371,YJR135W-A // YGR181W,TUPLE // YJR135W-A-MONOMER // 3 // TUPLE // YGR181W-MONOMER // 3,YJR135W-A-MONOMER // YGR181W-MONOMER
CPX-2268,YEL020W-A // YHR005C-A,TUPLE // YEL020W-A-MONOMER // 3 // TUPLE // YHR005C-A-MONOMER // 3,YEL020W-A-MONOMER // YHR005C-A-MONOMER
CPX-2950,YEL020W-A // YHR005C-A // YBR091C,TUPLE // YEL020W-A-MONOMER // 1 // TUPLE // YHR005C-A-MONOMER // 1 // TUPLE // YBR091C-MONOMER // 1,YEL020W-A-MONOMER // YHR005C-A-MONOMER // YBR091C-MONOMER
CPX-1629,YEL020W-A // YHR005C-A // YBR091C // YOR297C // YDL217C // YJL054W,TUPLE // YEL020W-A-MONOMER // 3 // TUPLE // YHR005C-A-MONOMER // 3 // TUPLE // YBR091C-MONOMER // 1 // TUPLE // YOR297C-MONOMER // 1 // TUPLE // YDL217C-MONOMER // 1 // TUPLE // YJL054W-MONOMER // 1,YEL020W-A-MONOMER // YHR005C-A-MONOMER // YBR091C-MONOMER // YOR297C-MONOMER // YDL217C-MONOMER // YJL054W-MONOMER
CPX-539,YOR232W // YJL104W // YLR008C // YJR045C // YJL143W // YGR033C // YNR017W // YIL022W // YPL063W,TUPLE // YOR232W-MONOMER // 1 // TUPLE // YJL104W-MONOMER // 1 // TUPLE // YLR008C-MONOMER // 1 // TUPLE // YJR045C-MONOMER // 1 // TUPLE // YJL143W-MONOMER // 1 // TUPLE // YGR033C-MONOMER // 1 // TUPLE // YNR017W-MONOMER // 1 // TUPLE // YIL022W-MONOMER // 1 // TUPLE // YPL063W-MONOMER // 1,YOR232W-MONOMER // YJL104W-MONOMER // YLR008C-MONOMER // YJR045C-MONOMER // YJL143W-MONOMER // YGR033C-MONOMER // YNR017W-MONOMER // YIL022W-MONOMER // YPL063W-MONOMER
CPX-1673,YMR048W // YNL273W,TUPLE // YMR048W-MONOMER // 1 // TUPLE // YNL273W-MONOMER // 1,YMR048W-MONOMER // YNL273W-MONOMER
CPX-473,YPR133W-A // YOR045W // YNL070W // YNL131W // YMR203W,TUPLE // YPR133W-A-MONOMER // 1 // TUPLE // YOR045W-MONOMER // 1 // TUPLE // YNL070W-MONOMER // 1 // TUPLE // YNL131W-MONOMER // 1 // TUPLE // YMR203W-MONOMER // 1,YPR133W-A-MONOMER // YOR045W-MONOMER // YNL070W-MONOMER // YNL131W-MONOMER // YMR203W-MONOMER
CPX-474,YPR133W-A // YOR045W // YNL070W // YGR082W // YNL131W // YMR203W // YNL121C,TUPLE // YPR133W-A-MONOMER // 1 // TUPLE // YOR045W-MONOMER // 1 // TUPLE // YNL070W-MONOMER // 1 // TUPLE // YGR082W-MONOMER // 1 // TUPLE // YNL131W-MONOMER // 1 // TUPLE // YMR203W-MONOMER // 1 // TUPLE // YNL121C-MONOMER // 1,YPR133W-A-MONOMER // YOR045W-MONOMER // YNL070W-MONOMER // YGR082W-MONOMER // YNL131W-MONOMER // YMR203W-MONOMER // YNL121C-MONOMER
CPX-1715,YHR186C // YNL006W // YPL180W // YJR066W,TUPLE // YHR186C-MONOMER // 1 // TUPLE // YNL006W-MONOMER // 1 // TUPLE // YPL180W-MONOMER // 1 // TUPLE // YJR066W-MONOMER // 1,YHR186C-MONOMER // YNL006W-MONOMER // YPL180W-MONOMER // YJR066W-MONOMER
CPX-1716,YHR186C // YNL006W // YPL180W // YKL203C,TUPLE // YHR186C-MONOMER // 1 // TUPLE // YNL006W-MONOMER // 1 // TUPLE // YPL180W-MONOMER // 1 // TUPLE // YKL203C-MONOMER // 1,YHR186C-MONOMER // YNL006W-MONOMER // YPL180W-MONOMER // YKL203C-MONOMER
CPX-1717,YOL078W // YMR068W // YJL058C // YNL006W // YKL203C // YER093C,TUPLE // YOL078W-MONOMER // 1 // TUPLE // YMR068W-MONOMER // 1 // TUPLE // YJL058C-MONOMER // 1 // TUPLE // YNL006W-MONOMER // 1 // TUPLE // YKL203C-MONOMER // 1 // TUPLE // YER093C-MONOMER // 1,YOL078W-MONOMER // YMR068W-MONOMER // YJL058C-MONOMER // YNL006W-MONOMER // YKL203C-MONOMER // YER093C-MONOMER
CPX-582,YBR126C // YDR074W // YMR261C,TUPLE // YBR126C-MONOMER // 1 // TUPLE // YDR074W-MONOMER // 1 // TUPLE // YMR261C-MONOMER // 1,YBR126C-MONOMER // YDR074W-MONOMER // YMR261C-MONOMER
CPX-583,YBR126C // YDR074W // YML100W,TUPLE // YBR126C-MONOMER // 1 // TUPLE // YDR074W-MONOMER // 1 // TUPLE // YML100W-MONOMER // 1,YBR126C-MONOMER // YDR074W-MONOMER // YML100W-MONOMER
CPX-1678,YIL079C // YJR036C // YJL050W // YOL115W,TUPLE // YIL079C-MONOMER // 1 // TUPLE // YJR036C-MONOMER // 1 // TUPLE // YJL050W-MONOMER // 1 // TUPLE // YOL115W-MONOMER // 1,YIL079C-MONOMER // YJR036C-MONOMER // YJL050W-MONOMER // YOL115W-MONOMER
CPX-1679,YDL175C // YJR036C // YJL050W // YOL115W,TUPLE // YDL175C-MONOMER // 1 // TUPLE // YJR036C-MONOMER // 1 // TUPLE // YJL050W-MONOMER // 1 // TUPLE // YOL115W-MONOMER // 1,YDL175C-MONOMER // YJR036C-MONOMER // YJL050W-MONOMER // YOL115W-MONOMER
CPX-1680,YIL079C // YJL050W // YNL299W,TUPLE // YIL079C-MONOMER // 1 // TUPLE // YJL050W-MONOMER // 1 // TUPLE // YNL299W-MONOMER // 1,YIL079C-MONOMER // YJL050W-MONOMER // YNL299W-MONOMER
CPX-3055,YER087C-B // YLR378C // YPL094C // YOR254C // YBR171W // YLR292C // YDR086C,TUPLE // YER087C-B-MONOMER // 1 // TUPLE // YLR378C-MONOMER // 1 // TUPLE // YPL094C-MONOMER // 1 // TUPLE // YOR254C-MONOMER // 1 // TUPLE // YBR171W-MONOMER // 1 // TUPLE // YLR292C-MONOMER // 1 // TUPLE // YDR086C-MONOMER // 1,YER087C-B-MONOMER // YLR378C-MONOMER // YPL094C-MONOMER // YOR254C-MONOMER // YBR171W-MONOMER // YLR292C-MONOMER // YDR086C-MONOMER
CPX-1940,YKR068C // YML077W // YBR254C // YDR246W // YDR472W // YOR115C,TUPLE // YKR068C-MONOMER // 2 // TUPLE // YML077W-MONOMER // 1 // TUPLE // YBR254C-MONOMER // 1 // TUPLE // YDR246W-MONOMER // 1 // TUPLE // YDR472W-MONOMER // 1 // TUPLE // YOR115C-MONOMER // 1,YKR068C-MONOMER // YML077W-MONOMER // YBR254C-MONOMER // YDR246W-MONOMER // YDR472W-MONOMER // YOR115C-MONOMER
CPX-1939,YKR068C // YML077W // YEL048C // YBR254C // YDR246W // YDR472W // YOR115C // YGR166W // YDR407C // YMR218C,TUPLE // YKR068C-MONOMER // 4 // TUPLE // YML077W-MONOMER // 2 // TUPLE // YEL048C-MONOMER // 2 // TUPLE // YBR254C-MONOMER // 2 // TUPLE // YDR246W-MONOMER // 2 // TUPLE // YDR472W-MONOMER // 2 // TUPLE // YOR115C-MONOMER // 2 // TUPLE // YGR166W-MONOMER // 2 // TUPLE // YDR407C-MONOMER // 2 // TUPLE // YMR218C-MONOMER // 2,YKR068C-MONOMER // YML077W-MONOMER // YEL048C-MONOMER // YBR254C-MONOMER // YDR246W-MONOMER // YDR472W-MONOMER // YOR115C-MONOMER // YGR166W-MONOMER // YDR407C-MONOMER // YMR218C-MONOMER
CPX-1383,YKR068C // YML077W // YBR254C // YDR246W // YDR472W // YOR115C // YDR108W,TUPLE // YKR068C-MONOMER // 2 // TUPLE // YML077W-MONOMER // 1 // TUPLE // YBR254C-MONOMER // 1 // TUPLE // YDR246W-MONOMER // 1 // TUPLE // YDR472W-MONOMER // 1 // TUPLE // YOR115C-MONOMER // 1 // TUPLE // YDR108W-MONOMER // 1,YKR068C-MONOMER // YML077W-MONOMER // YBR254C-MONOMER // YDR246W-MONOMER // YDR472W-MONOMER // YOR115C-MONOMER // YDR108W-MONOMER
CPX-1793,YDR138W // YML062C // YNL139C // YHR167W // YDL084W // YNL253W // YDR381W,TUPLE // YDR138W-MONOMER // 1 // TUPLE // YML062C-MONOMER // 1 // TUPLE // YNL139C-MONOMER // 1 // TUPLE // YHR167W-MONOMER // 1 // TUPLE // YDL084W-MONOMER // 1 // TUPLE // YNL253W-MONOMER // 1 // TUPLE // YDR381W-MONOMER // 1,YDR138W-MONOMER // YML062C-MONOMER // YNL139C-MONOMER // YHR167W-MONOMER // YDL084W-MONOMER // YNL253W-MONOMER // YDR381W-MONOMER
CPX-1686,YDR159W // YOR257W // YBR111W-A // YOL072W,TUPLE // YDR159W-MONOMER // 1 // TUPLE // YOR257W-MONOMER // 1 // TUPLE // YBR111W-A-MONOMER // 1 // TUPLE // YOL072W-MONOMER // 1,YDR159W-MONOMER // YOR257W-MONOMER // YBR111W-A-MONOMER // YOL072W-MONOMER
CPX-1632,YDL201W // YDR165W,TUPLE // YDL201W-MONOMER // 1 // TUPLE // YDR165W-MONOMER // 1,YDL201W-MONOMER // YDR165W-MONOMER
CPX-1052,YML014W // YNR046W,TUPLE // YML014W-MONOMER // 1 // TUPLE // YNR046W-MONOMER // 1,YML014W-MONOMER // YNR046W-MONOMER
CPX-778,YOL124C // YNR046W,TUPLE // YOL124C-MONOMER // 1 // TUPLE // YNR046W-MONOMER // 1,YOL124C-MONOMER // YNR046W-MONOMER
