Product Name,Genes,Component coefficients,Gene products
CPX-1231,YOR178C // YER133W,TUPLE // YOR178C-MONOMER // 1 // TUPLE // YER133W-MONOMER // 1,YOR178C-MONOMER // YER133W-MONOMER
CPX-1043,YBR020W // YML051W,TUPLE // YBR020W-MONOMER // 2 // TUPLE // YML051W-MONOMER // 2,YBR020W-MONOMER // YML051W-MONOMER
CPX-1042,YDR009W // YML051W,TUPLE // YDR009W-MONOMER // 2 // TUPLE // YML051W-MONOMER // 2,YDR009W-MONOMER // YML051W-MONOMER
CPX-1044,YPL248C // YML051W,TUPLE // YPL248C-MONOMER // 2 // TUPLE // YML051W-MONOMER // 2,YPL248C-MONOMER // YML051W-MONOMER
CPX-1718,YKR020W // YDR484W // YJL029C // YDR027C,TUPLE // YKR020W-MONOMER // 1 // TUPLE // YDR484W-MONOMER // 1 // TUPLE // YJL029C-MONOMER // 1 // TUPLE // YDR027C-MONOMER // 1,YKR020W-MONOMER // YDR484W-MONOMER // YJL029C-MONOMER // YDR027C-MONOMER
CPX-416,YGR102C // YMR293C // YBL080C,TUPLE // YGR102C-MONOMER // 1 // TUPLE // YMR293C-MONOMER // 1 // TUPLE // YBL080C-MONOMER // 1,YGR102C-MONOMER // YMR293C-MONOMER // YBL080C-MONOMER
CPX-1631,YNL062C // YJL125C,TUPLE // YNL062C-MONOMER // 1 // TUPLE // YJL125C-MONOMER // 1,YNL062C-MONOMER // YJL125C-MONOMER
CPX-1808,YGL195W // YFR009W,TUPLE // YGL195W-MONOMER // 1 // TUPLE // YFR009W-MONOMER // 1,YGL195W-MONOMER // YFR009W-MONOMER
CPX-1268,YDR019C // YMR189W // YAL044C // YFL018C,TUPLE // YDR019C-MONOMER // 1 // TUPLE // YMR189W-MONOMER // 1 // TUPLE // YAL044C-MONOMER // 1 // TUPLE // YFL018C-MONOMER // 1,YDR019C-MONOMER // YMR189W-MONOMER // YAL044C-MONOMER // YFL018C-MONOMER
CPX-956,YGL020C // YER083C // YDL100C,TUPLE // YGL020C-MONOMER // 1 // TUPLE // YER083C-MONOMER // 1 // TUPLE // YDL100C-MONOMER // 1,YGL020C-MONOMER // YER083C-MONOMER // YDL100C-MONOMER
CPX-1635,YGL155W // YKL019W,TUPLE // YGL155W-MONOMER // 1 // TUPLE // YKL019W-MONOMER // 1,YGL155W-MONOMER // YKL019W-MONOMER
CPX-1636,YPR176C // YJL031C // YOR370C,TUPLE // YPR176C-MONOMER // 1 // TUPLE // YJL031C-MONOMER // 1 // TUPLE // YOR370C-MONOMER // 1,YPR176C-MONOMER // YJL031C-MONOMER // YOR370C-MONOMER
CPX-301,YIL097W // YCL039W // YMR135C // YDR255C // YBR105C // YIL017C // YGL227W,TUPLE // YIL097W-MONOMER // 1 // TUPLE // YCL039W-MONOMER // 1 // TUPLE // YMR135C-MONOMER // 1 // TUPLE // YDR255C-MONOMER // 1 // TUPLE // YBR105C-MONOMER // 1 // TUPLE // YIL017C-MONOMER // 1 // TUPLE // YGL227W-MONOMER // 1,YIL097W-MONOMER // YCL039W-MONOMER // YMR135C-MONOMER // YDR255C-MONOMER // YBR105C-MONOMER // YIL017C-MONOMER // YGL227W-MONOMER
CPX-1671,YNL153C // YEL003W // YML094W // YGR078C // YJL179W // YLR200W,TUPLE // YNL153C-MONOMER // 1 // TUPLE // YEL003W-MONOMER // 1 // TUPLE // YML094W-MONOMER // 1 // TUPLE // YGR078C-MONOMER // 1 // TUPLE // YJL179W-MONOMER // 1 // TUPLE // YLR200W-MONOMER // 1,YNL153C-MONOMER // YEL003W-MONOMER // YML094W-MONOMER // YGR078C-MONOMER // YJL179W-MONOMER // YLR200W-MONOMER
CPX-1712,YNL166C // YLR314C // YCR002C // YJR076C // YHR107C // YDR507C // YKR048C // YDL225W,TUPLE // YNL166C-MONOMER // 1 // TUPLE // YLR314C-MONOMER // 1 // TUPLE // YCR002C-MONOMER // 1 // TUPLE // YJR076C-MONOMER // 1 // TUPLE // YHR107C-MONOMER // 1 // TUPLE // YDR507C-MONOMER // 1 // TUPLE // YKR048C-MONOMER // 1 // TUPLE // YDL225W-MONOMER // 1,YNL166C-MONOMER // YLR314C-MONOMER // YCR002C-MONOMER // YJR076C-MONOMER // YHR107C-MONOMER // YDR507C-MONOMER // YKR048C-MONOMER // YDL225W-MONOMER
CPX-1641,YDR013W // YJL072C // YOL146W // YDR489W,TUPLE // YDR013W-MONOMER // 1 // TUPLE // YJL072C-MONOMER // 1 // TUPLE // YOL146W-MONOMER // 1 // TUPLE // YDR489W-MONOMER // 1,YDR013W-MONOMER // YJL072C-MONOMER // YOL146W-MONOMER // YDR489W-MONOMER
CPX-1230,YNL233W // YER133W,TUPLE // YNL233W-MONOMER // 1 // TUPLE // YER133W-MONOMER // 1,YNL233W-MONOMER // YER133W-MONOMER
CPX-1266,YER133W // YDR028C,TUPLE // YER133W-MONOMER // 1 // TUPLE // YDR028C-MONOMER // 1,YER133W-MONOMER // YDR028C-MONOMER
CPX-1267,YER133W // YBR050C,TUPLE // YER133W-MONOMER // 1 // TUPLE // YBR050C-MONOMER // 1,YER133W-MONOMER // YBR050C-MONOMER
CPX-417,YDR221W // YBR229C,TUPLE // YDR221W-MONOMER // 1 // TUPLE // YBR229C-MONOMER // 1,YDR221W-MONOMER // YBR229C-MONOMER
CPX-1274,YPL096C-A // YGR216C // YPL076W // YNL038W // YDR437W // YPL175W,TUPLE // YPL096C-A-MONOMER // 1 // TUPLE // YGR216C-MONOMER // 1 // TUPLE // YPL076W-MONOMER // 1 // TUPLE // YNL038W-MONOMER // 1 // TUPLE // YDR437W-MONOMER // 1 // TUPLE // YPL175W-MONOMER // 1,YPL096C-A-MONOMER // YGR216C-MONOMER // YPL076W-MONOMER // YNL038W-MONOMER // YDR437W-MONOMER // YPL175W-MONOMER
CPX-1270,YJR013W // YCL052C,TUPLE // YJR013W-MONOMER // 1 // TUPLE // YCL052C-MONOMER // 1,YJR013W-MONOMER // YCL052C-MONOMER
CPX-1269,YBR004C // YNL158W,TUPLE // YBR004C-MONOMER // 1 // TUPLE // YNL158W-MONOMER // 1,YBR004C-MONOMER // YNL158W-MONOMER
CPX-1275,YLR088W // YLR459W // YDR331W // YHR188C // YDR434W,TUPLE // YLR088W-MONOMER // 2 // TUPLE // YLR459W-MONOMER // 2 // TUPLE // YDR331W-MONOMER // 2 // TUPLE // YHR188C-MONOMER // 2 // TUPLE // YDR434W-MONOMER // 2,YLR088W-MONOMER // YLR459W-MONOMER // YDR331W-MONOMER // YHR188C-MONOMER // YDR434W-MONOMER
CPX-1812,YLR342W // YPR165W,TUPLE // YLR342W-MONOMER // 1 // TUPLE // YPR165W-MONOMER // 1,YLR342W-MONOMER // YPR165W-MONOMER
CPX-1812,YGR032W // YPR165W,TUPLE // YGR032W-MONOMER // 1 // TUPLE // YPR165W-MONOMER // 1,YGR032W-MONOMER // YPR165W-MONOMER
CPX-1812,YMR306W // YPR165W,TUPLE // YMR306W-MONOMER // 1 // TUPLE // YPR165W-MONOMER // 1,YMR306W-MONOMER // YPR165W-MONOMER
CPX-3233,YML121W // YGR163W // YKL143W // YKR007W // YBR077C,TUPLE // YML121W-MONOMER // 1 // TUPLE // YGR163W-MONOMER // 1 // TUPLE // YKL143W-MONOMER // 1 // TUPLE // YKR007W-MONOMER // 1 // TUPLE // YBR077C-MONOMER // 1,YML121W-MONOMER // YGR163W-MONOMER // YKL143W-MONOMER // YKR007W-MONOMER // YBR077C-MONOMER
CPX-1682,YPL001W // YEL056W // YLL022C,TUPLE // YPL001W-MONOMER // 1 // TUPLE // YEL056W-MONOMER // 1 // TUPLE // YLL022C-MONOMER // 1,YPL001W-MONOMER // YEL056W-MONOMER // YLL022C-MONOMER
CPX-1884,YNL021W // YDR295C // YPR179C,TUPLE // YNL021W-MONOMER // 1 // TUPLE // YDR295C-MONOMER // 1 // TUPLE // YPR179C-MONOMER // 1,YNL021W-MONOMER // YDR295C-MONOMER // YPR179C-MONOMER
CPX-1140,YDL117W // YMR032W // YNL152W // YER118C,TUPLE // YDL117W-MONOMER // 1 // TUPLE // YMR032W-MONOMER // 1 // TUPLE // YNL152W-MONOMER // 1 // TUPLE // YER118C-MONOMER // 1,YDL117W-MONOMER // YMR032W-MONOMER // YNL152W-MONOMER // YER118C-MONOMER
CPX-124,YBL008W // YOR038C // YJR140C // YBR215W,TUPLE // YBL008W-MONOMER // 1 // TUPLE // YOR038C-MONOMER // 2 // TUPLE // YJR140C-MONOMER // 1 // TUPLE // YBR215W-MONOMER // 2,YBL008W-MONOMER // YOR038C-MONOMER // YJR140C-MONOMER // YBR215W-MONOMER
CPX-1276,YLR256W // YMR186W // YAL005C // YLL024C // YPL240C // YCL037C // YNL064C,TUPLE // YLR256W-MONOMER // 1 // TUPLE // YMR186W-MONOMER // 1 // TUPLE // YAL005C-MONOMER // 1 // TUPLE // YLL024C-MONOMER // 1 // TUPLE // YPL240C-MONOMER // 1 // TUPLE // YCL037C-MONOMER // 1 // TUPLE // YNL064C-MONOMER // 1,YLR256W-MONOMER // YMR186W-MONOMER // YAL005C-MONOMER // YLL024C-MONOMER // YPL240C-MONOMER // YCL037C-MONOMER // YNL064C-MONOMER
CPX-1882,YLR256W // YAL005C // YNL064C // YCL037C,TUPLE // YLR256W-MONOMER // 2 // TUPLE // YAL005C-MONOMER // 3 // TUPLE // YNL064C-MONOMER // 1 // TUPLE // YCL037C-MONOMER // 5,YLR256W-MONOMER // YAL005C-MONOMER // YNL064C-MONOMER // YCL037C-MONOMER
CPX-1883,YLR256W // YCL037C // YLL024C // YNL064C,TUPLE // YLR256W-MONOMER // 2 // TUPLE // YCL037C-MONOMER // 5 // TUPLE // YLL024C-MONOMER // 1 // TUPLE // YNL064C-MONOMER // 1,YLR256W-MONOMER // YCL037C-MONOMER // YLL024C-MONOMER // YNL064C-MONOMER
CPX-1625,YLR148W // YMR231W // YDL077C // YPL045W // YLR396C // YDR080W,TUPLE // YLR148W-MONOMER // 1 // TUPLE // YMR231W-MONOMER // 1 // TUPLE // YDL077C-MONOMER // 1 // TUPLE // YPL045W-MONOMER // 1 // TUPLE // YLR396C-MONOMER // 1 // TUPLE // YDR080W-MONOMER // 1,YLR148W-MONOMER // YMR231W-MONOMER // YDL077C-MONOMER // YPL045W-MONOMER // YLR396C-MONOMER // YDR080W-MONOMER
CPX-3070,YBR201W // YOL013C // YLR207W // YML013W // YML029W // YDR057W,TUPLE // YBR201W-MONOMER // 1 // TUPLE // YOL013C-MONOMER // 1 // TUPLE // YLR207W-MONOMER // 1 // TUPLE // YML013W-MONOMER // 1 // TUPLE // YML029W-MONOMER // 1 // TUPLE // YDR057W-MONOMER // 1,YBR201W-MONOMER // YOL013C-MONOMER // YLR207W-MONOMER // YML013W-MONOMER // YML029W-MONOMER // YDR057W-MONOMER
CPX-1846,YDR075W // YNL201C // YBL046W,TUPLE // YDR075W-MONOMER // 1 // TUPLE // YNL201C-MONOMER // 1 // TUPLE // YBL046W-MONOMER // 1,YDR075W-MONOMER // YNL201C-MONOMER // YBL046W-MONOMER
CPX-1655,YCL044C // YMR115W // YPR024W,TUPLE // YCL044C-MONOMER // 1 // TUPLE // YMR115W-MONOMER // 1 // TUPLE // YPR024W-MONOMER // 1,YCL044C-MONOMER // YMR115W-MONOMER // YPR024W-MONOMER
CPX-1415,YJR094C // YDR207C,TUPLE // YJR094C-MONOMER // 1 // TUPLE // YDR207C-MONOMER // 1,YJR094C-MONOMER // YDR207C-MONOMER
CPX-1892,YMR150C // YIL154C // YEL059C-A,TUPLE // YMR150C-MONOMER // 1 // TUPLE // YIL154C-MONOMER // 1 // TUPLE // YEL059C-A-MONOMER // 1,YMR150C-MONOMER // YIL154C-MONOMER // YEL059C-A-MONOMER
CPX-3279,YPL099C // YIR024C,TUPLE // YPL099C-MONOMER // 1 // TUPLE // YIR024C-MONOMER // 1,YPL099C-MONOMER // YIR024C-MONOMER
CPX-1277,YDR123C // YOL108C,TUPLE // YDR123C-MONOMER // 1 // TUPLE // YOL108C-MONOMER // 1,YDR123C-MONOMER // YOL108C-MONOMER
CPX-863,YFL039C // YJL081C // YNL059C // YOR141C // YFL013C // YNL215W // YLR052W // YOR189W // YER092W // YEL044W // YGL150C // YDL002C // YDR190C // YPL235W // YPL129W,TUPLE // YFL039C-MONOMER // 1 // TUPLE // YJL081C-MONOMER // 1 // TUPLE // YNL059C-MONOMER // 1 // TUPLE // YOR141C-MONOMER // 1 // TUPLE // YFL013C-MONOMER // 1 // TUPLE // YNL215W-MONOMER // 1 // TUPLE // YLR052W-MONOMER // 1 // TUPLE // YOR189W-MONOMER // 1 // TUPLE // YER092W-MONOMER // 1 // TUPLE // YEL044W-MONOMER // 1 // TUPLE // YGL150C-MONOMER // 1 // TUPLE // YDL002C-MONOMER // 1 // TUPLE // YDR190C-MONOMER // 6 // TUPLE // YPL235W-MONOMER // 6 // TUPLE // YPL129W-MONOMER // 1,YFL039C-MONOMER // YJL081C-MONOMER // YNL059C-MONOMER // YOR141C-MONOMER // YFL013C-MONOMER // YNL215W-MONOMER // YLR052W-MONOMER // YOR189W-MONOMER // YER092W-MONOMER // YEL044W-MONOMER // YGL150C-MONOMER // YDL002C-MONOMER // YDR190C-MONOMER // YPL235W-MONOMER // YPL129W-MONOMER
CPX-3503,YMR032W // YPL242C // YGL106W,TUPLE // YMR032W-MONOMER // 1 // TUPLE // YPL242C-MONOMER // 1 // TUPLE // YGL106W-MONOMER // 1,YMR032W-MONOMER // YPL242C-MONOMER // YGL106W-MONOMER
CPX-558,YNL037C // YOR136W,TUPLE // YNL037C-MONOMER // 4 // TUPLE // YOR136W-MONOMER // 4,YNL037C-MONOMER // YOR136W-MONOMER
CPX-637,YFR013W // YBR245C,TUPLE // YFR013W-MONOMER // 1 // TUPLE // YBR245C-MONOMER // 1,YFR013W-MONOMER // YBR245C-MONOMER
CPX-636,YLR095C // YMR044W // YBR245C,TUPLE // YLR095C-MONOMER // 1 // TUPLE // YMR044W-MONOMER // 1 // TUPLE // YBR245C-MONOMER // 1,YLR095C-MONOMER // YMR044W-MONOMER // YBR245C-MONOMER
CPX-728,YJL065C // YDR121W // YOR304W // YGL133W,TUPLE // YJL065C-MONOMER // 1 // TUPLE // YDR121W-MONOMER // 1 // TUPLE // YOR304W-MONOMER // 1 // TUPLE // YGL133W-MONOMER // 1,YJL065C-MONOMER // YDR121W-MONOMER // YOR304W-MONOMER // YGL133W-MONOMER
CPX-734,YOR304W // YGL133W,TUPLE // YOR304W-MONOMER // 1 // TUPLE // YGL133W-MONOMER // 1,YOR304W-MONOMER // YGL133W-MONOMER
CPX-1068,YLR347C // YNL189W,TUPLE // YLR347C-MONOMER // 1 // TUPLE // YNL189W-MONOMER // 1,YLR347C-MONOMER // YNL189W-MONOMER
CPX-995,YGR262C // YML036W // YJL184W // YKR038C // YKR095W-A,TUPLE // YGR262C-MONOMER // 1 // TUPLE // YML036W-MONOMER // 1 // TUPLE // YJL184W-MONOMER // 1 // TUPLE // YKR038C-MONOMER // 1 // TUPLE // YKR095W-A-MONOMER // 1,YGR262C-MONOMER // YML036W-MONOMER // YJL184W-MONOMER // YKR038C-MONOMER // YKR095W-A-MONOMER
CPX-36,YAR014C // YHR158C // YGR238C,TUPLE // YAR014C-MONOMER // 2 // TUPLE // YHR158C-MONOMER // 2 // TUPLE // YGR238C-MONOMER // 1,YAR014C-MONOMER // YHR158C-MONOMER // YGR238C-MONOMER
CPX-1293,YIL125W // YDR148C // YFL018C // YFR049W,TUPLE // YIL125W-MONOMER // 1 // TUPLE // YDR148C-MONOMER // 1 // TUPLE // YFL018C-MONOMER // 1 // TUPLE // YFR049W-MONOMER // 1,YIL125W-MONOMER // YDR148C-MONOMER // YFL018C-MONOMER // YFR049W-MONOMER
CPX-1732,YMR284W // YMR106C,TUPLE // YMR284W-MONOMER // 1 // TUPLE // YMR106C-MONOMER // 1,YMR284W-MONOMER // YMR106C-MONOMER
CPX-1279,YNL015W // YGR209C,TUPLE // YNL015W-MONOMER // 1 // TUPLE // YGR209C-MONOMER // 1,YNL015W-MONOMER // YGR209C-MONOMER
CPX-1278,YNL015W // YLR043C,TUPLE // YNL015W-MONOMER // 1 // TUPLE // YLR043C-MONOMER // 1,YNL015W-MONOMER // YLR043C-MONOMER
CPX-1280,YLR207W // YJL034W // YDR057W,TUPLE // YLR207W-MONOMER // 1 // TUPLE // YJL034W-MONOMER // 1 // TUPLE // YDR057W-MONOMER // 1,YLR207W-MONOMER // YJL034W-MONOMER // YDR057W-MONOMER
CPX-112,YJL124C // YBL026W // YLR438C-A // YER112W // YER146W // YDR378C // YNL147W // YCR077C,TUPLE // YJL124C-MONOMER // 1 // TUPLE // YBL026W-MONOMER // 1 // TUPLE // YLR438C-A-MONOMER // 1 // TUPLE // YER112W-MONOMER // 1 // TUPLE // YER146W-MONOMER // 1 // TUPLE // YDR378C-MONOMER // 1 // TUPLE // YNL147W-MONOMER // 1 // TUPLE // YCR077C-MONOMER // 1,YJL124C-MONOMER // YBL026W-MONOMER // YLR438C-A-MONOMER // YER112W-MONOMER // YER146W-MONOMER // YDR378C-MONOMER // YNL147W-MONOMER // YCR077C-MONOMER
CPX-45,YJL124C // YBL026W // YLR438C-A // YER112W // YER146W // YDR378C // YNL147W,TUPLE // YJL124C-MONOMER // 1 // TUPLE // YBL026W-MONOMER // 1 // TUPLE // YLR438C-A-MONOMER // 1 // TUPLE // YER112W-MONOMER // 1 // TUPLE // YER146W-MONOMER // 1 // TUPLE // YDR378C-MONOMER // 1 // TUPLE // YNL147W-MONOMER // 1,YJL124C-MONOMER // YBL026W-MONOMER // YLR438C-A-MONOMER // YER112W-MONOMER // YER146W-MONOMER // YDR378C-MONOMER // YNL147W-MONOMER
CPX-44,YBL026W // YLR438C-A // YER112W // YER146W // YDR378C // YNL147W // YJR022W,TUPLE // YBL026W-MONOMER // 1 // TUPLE // YLR438C-A-MONOMER // 1 // TUPLE // YER112W-MONOMER // 1 // TUPLE // YER146W-MONOMER // 1 // TUPLE // YDR378C-MONOMER // 1 // TUPLE // YNL147W-MONOMER // 1 // TUPLE // YJR022W-MONOMER // 1,YBL026W-MONOMER // YLR438C-A-MONOMER // YER112W-MONOMER // YER146W-MONOMER // YDR378C-MONOMER // YNL147W-MONOMER // YJR022W-MONOMER
CPX-1654,YER017C // YMR089C,TUPLE // YER017C-MONOMER // 1 // TUPLE // YMR089C-MONOMER // 1,YER017C-MONOMER // YMR089C-MONOMER
CPX-961,YGL086W // YJL030W,TUPLE // YGL086W-MONOMER // 1 // TUPLE // YJL030W-MONOMER // 1,YGL086W-MONOMER // YJL030W-MONOMER
CPX-962,YGL116W // YJL030W,TUPLE // YGL116W-MONOMER // 1 // TUPLE // YJL030W-MONOMER // 1,YGL116W-MONOMER // YJL030W-MONOMER
CPX-3212,YGL086W // YJL030W // YGR188C // YOR026W,TUPLE // YGL086W-MONOMER // 1 // TUPLE // YJL030W-MONOMER // 1 // TUPLE // YGR188C-MONOMER // 1 // TUPLE // YOR026W-MONOMER // 1,YGL086W-MONOMER // YJL030W-MONOMER // YGR188C-MONOMER // YOR026W-MONOMER
CPX-693,YCR040W // YMR043W,TUPLE // YCR040W-MONOMER // 2 // TUPLE // YMR043W-MONOMER // 2,YCR040W-MONOMER // YMR043W-MONOMER
CPX-684,YCR097W // YCR039C,TUPLE // YCR097W-MONOMER // 1 // TUPLE // YCR039C-MONOMER // 1,YCR097W-MONOMER // YCR039C-MONOMER
CPX-692,YCR039C // YMR043W,TUPLE // YCR039C-MONOMER // 2 // TUPLE // YMR043W-MONOMER // 2,YCR039C-MONOMER // YMR043W-MONOMER
CPX-950,YDL056W // YLR182W,TUPLE // YDL056W-MONOMER // 1 // TUPLE // YLR182W-MONOMER // 1,YDL056W-MONOMER // YLR182W-MONOMER
CPX-963,YGL116W // YOR026W // YJL030W // YJL013C,TUPLE // YGL116W-MONOMER // 1 // TUPLE // YOR026W-MONOMER // 1 // TUPLE // YJL030W-MONOMER // 1 // TUPLE // YJL013C-MONOMER // 1,YGL116W-MONOMER // YOR026W-MONOMER // YJL030W-MONOMER // YJL013C-MONOMER
CPX-2944,YBL023C // YEL032W // YPR019W // YLR274W // YGL201C // YBR202W,TUPLE // YBL023C-MONOMER // 1 // TUPLE // YEL032W-MONOMER // 1 // TUPLE // YPR019W-MONOMER // 1 // TUPLE // YLR274W-MONOMER // 1 // TUPLE // YGL201C-MONOMER // 1 // TUPLE // YBR202W-MONOMER // 1,YBL023C-MONOMER // YEL032W-MONOMER // YPR019W-MONOMER // YLR274W-MONOMER // YGL201C-MONOMER // YBR202W-MONOMER
CPX-3226,YNR010W // YOL051W // YPR070W // YDL005C // YOR174W // YHR058C // YOL135C // YBR193C // YMR112C // YGL151W // YPR168W // YGL025C // YLR071C // YBL093C // YNL236W // YGL127C // YHR041C // YER022W // YGR104C // YBR253W // YDR308C,TUPLE // YNR010W-MONOMER // 1 // TUPLE // YOL051W-MONOMER // 1 // TUPLE // YPR070W-MONOMER // 1 // TUPLE // YDL005C-MONOMER // 1 // TUPLE // YOR174W-MONOMER // 1 // TUPLE // YHR058C-MONOMER // 1 // TUPLE // YOL135C-MONOMER // 1 // TUPLE // YBR193C-MONOMER // 1 // TUPLE // YMR112C-MONOMER // 1 // TUPLE // YGL151W-MONOMER // 1 // TUPLE // YPR168W-MONOMER // 1 // TUPLE // YGL025C-MONOMER // 1 // TUPLE // YLR071C-MONOMER // 1 // TUPLE // YBL093C-MONOMER // 1 // TUPLE // YNL236W-MONOMER // 1 // TUPLE // YGL127C-MONOMER // 1 // TUPLE // YHR041C-MONOMER // 1 // TUPLE // YER022W-MONOMER // 1 // TUPLE // YGR104C-MONOMER // 1 // TUPLE // YBR253W-MONOMER // 1 // TUPLE // YDR308C-MONOMER // 1,YNR010W-MONOMER // YOL051W-MONOMER // YPR070W-MONOMER // YDL005C-MONOMER // YOR174W-MONOMER // YHR058C-MONOMER // YOL135C-MONOMER // YBR193C-MONOMER // YMR112C-MONOMER // YGL151W-MONOMER // YPR168W-MONOMER // YGL025C-MONOMER // YLR071C-MONOMER // YBL093C-MONOMER // YNL236W-MONOMER // YGL127C-MONOMER // YHR041C-MONOMER // YER022W-MONOMER // YGR104C-MONOMER // YBR253W-MONOMER // YDR308C-MONOMER
CPX-1288,YPL121C // YHR079C-A,TUPLE // YPL121C-MONOMER // 1 // TUPLE // YHR079C-A-MONOMER // 1,YPL121C-MONOMER // YHR079C-A-MONOMER
CPX-1028,YBR164C // YDR141C // YNL297C // YIL048W,TUPLE // YBR164C-MONOMER // 1 // TUPLE // YDR141C-MONOMER // 1 // TUPLE // YNL297C-MONOMER // 1 // TUPLE // YIL048W-MONOMER // 1,YBR164C-MONOMER // YDR141C-MONOMER // YNL297C-MONOMER // YIL048W-MONOMER
CPX-1809,YER044C-A // YJR021C // YMR133W,TUPLE // YER044C-A-MONOMER // 1 // TUPLE // YJR021C-MONOMER // 1 // TUPLE // YMR133W-MONOMER // 1,YER044C-A-MONOMER // YJR021C-MONOMER // YMR133W-MONOMER
CPX-999,YNL103W // YIR017C // YPL038W,TUPLE // YNL103W-MONOMER // 1 // TUPLE // YIR017C-MONOMER // 1 // TUPLE // YPL038W-MONOMER // 1,YNL103W-MONOMER // YIR017C-MONOMER // YPL038W-MONOMER
CPX-1015,YNL103W // YIR017C // YDR253C,TUPLE // YNL103W-MONOMER // 1 // TUPLE // YIR017C-MONOMER // 1 // TUPLE // YDR253C-MONOMER // 1,YNL103W-MONOMER // YIR017C-MONOMER // YDR253C-MONOMER
CPX-1142,YPL169C // YKL186C,TUPLE // YPL169C-MONOMER // 1 // TUPLE // YKL186C-MONOMER // 1,YPL169C-MONOMER // YKL186C-MONOMER
CPX-140,YCL057C-A // YBR262C // YFR011C // YGR235C // YNL100W // YKR016W,TUPLE // YCL057C-A-MONOMER // 1 // TUPLE // YBR262C-MONOMER // 1 // TUPLE // YFR011C-MONOMER // 1 // TUPLE // YGR235C-MONOMER // 1 // TUPLE // YNL100W-MONOMER // 1 // TUPLE // YKR016W-MONOMER // 1,YCL057C-A-MONOMER // YBR262C-MONOMER // YFR011C-MONOMER // YGR235C-MONOMER // YNL100W-MONOMER // YKR016W-MONOMER
CPX-1186,YIR010W // YAL034W-A // YJR112W // YPL233W,TUPLE // YIR010W-MONOMER // 1 // TUPLE // YAL034W-A-MONOMER // 1 // TUPLE // YJR112W-MONOMER // 1 // TUPLE // YPL233W-MONOMER // 1,YIR010W-MONOMER // YAL034W-A-MONOMER // YJR112W-MONOMER // YPL233W-MONOMER
CPX-3211,YBR057C // YGL192W // YNL196C,TUPLE // YBR057C-MONOMER // 1 // TUPLE // YGL192W-MONOMER // 1 // TUPLE // YNL196C-MONOMER // 1,YBR057C-MONOMER // YGL192W-MONOMER // YNL196C-MONOMER
CPX-3281,YBL099W // YJR121W // YBR039W // YPL078C // YDR298C // Q0085 // YKL016C // Q0080 // YLR295C // YPL271W // YDL004W // YDR377W // YML081C-A // YOL077W-A // YPR020W // Q0130 // YDR322C-A,TUPLE // YBL099W-MONOMER // 3 // TUPLE // YJR121W-MONOMER // 3 // TUPLE // YBR039W-MONOMER // 1 // TUPLE // YPL078C-MONOMER // 1 // TUPLE // YDR298C-MONOMER // 1 // TUPLE // Q0085-MONOMER // 1 // TUPLE // YKL016C-MONOMER // 1 // TUPLE // Q0080-MONOMER // 1 // TUPLE // YLR295C-MONOMER // 1 // TUPLE // YPL271W-MONOMER // 1 // TUPLE // YDL004W-MONOMER // 1 // TUPLE // YDR377W-MONOMER // 1 // TUPLE // YML081C-A-MONOMER // 1 // TUPLE // YOL077W-A-MONOMER // 1 // TUPLE // YPR020W-MONOMER // 1 // TUPLE // Q0130-MONOMER // 10 // TUPLE // YDR322C-A-MONOMER // 1,YBL099W-MONOMER // YJR121W-MONOMER // YBR039W-MONOMER // YPL078C-MONOMER // YDR298C-MONOMER // Q0085-MONOMER // YKL016C-MONOMER // Q0080-MONOMER // YLR295C-MONOMER // YPL271W-MONOMER // YDL004W-MONOMER // YDR377W-MONOMER // YML081C-A-MONOMER // YOL077W-A-MONOMER // YPR020W-MONOMER // Q0130-MONOMER // YDR322C-A-MONOMER
CPX-1295,YNL085W // YGR178C,TUPLE // YNL085W-MONOMER // 1 // TUPLE // YGR178C-MONOMER // 1,YNL085W-MONOMER // YGR178C-MONOMER
CPX-1667,YMR167W // YLR035C,TUPLE // YMR167W-MONOMER // 1 // TUPLE // YLR035C-MONOMER // 1,YMR167W-MONOMER // YLR035C-MONOMER
CPX-1668,YMR167W // YPL164C,TUPLE // YMR167W-MONOMER // 1 // TUPLE // YPL164C-MONOMER // 1,YMR167W-MONOMER // YPL164C-MONOMER
CPX-1666,YMR167W // YNL082W,TUPLE // YMR167W-MONOMER // 1 // TUPLE // YNL082W-MONOMER // 1,YMR167W-MONOMER // YNL082W-MONOMER
CPX-2541,YGL087C // YDR092W,TUPLE // YGL087C-MONOMER // 1 // TUPLE // YDR092W-MONOMER // 1,YGL087C-MONOMER // YDR092W-MONOMER
CPX-1644,YGL033W // YGL183C,TUPLE // YGL033W-MONOMER // 1 // TUPLE // YGL183C-MONOMER // 1,YGL033W-MONOMER // YGL183C-MONOMER
CPX-1283,YHR204W // YCL043C,TUPLE // YHR204W-MONOMER // 1 // TUPLE // YCL043C-MONOMER // 1,YHR204W-MONOMER // YCL043C-MONOMER
CPX-1681,YCR086W // YPL204W // YDR439W // YER106W,TUPLE // YCR086W-MONOMER // 1 // TUPLE // YPL204W-MONOMER // 1 // TUPLE // YDR439W-MONOMER // 1 // TUPLE // YER106W-MONOMER // 1,YCR086W-MONOMER // YPL204W-MONOMER // YDR439W-MONOMER // YER106W-MONOMER
